NACA 3414
  1.000146  0.001463
  0.998630  0.001868
  0.994088  0.003074
  0.986546  0.005060
  0.976045  0.007789
  0.962644  0.011210
  0.946418  0.015261
  0.927457  0.019873
  0.905869  0.024966
  0.881777  0.030454
  0.855322  0.036249
  0.826656  0.042260
  0.795949  0.048393
  0.763382  0.054555
  0.729151  0.060654
  0.693462  0.066597
  0.656532  0.072296
  0.618586  0.077662
  0.579858  0.082609
  0.540591  0.087055
  0.501029  0.090922
  0.461423  0.094136
  0.422025  0.096633
  0.382849  0.098324
  0.344071  0.098932
  0.306262  0.098394
  0.269683  0.096720
  0.234590  0.093940
  0.201224  0.090107
  0.169818  0.085296
  0.140585  0.079598
  0.113719  0.073123
  0.089396  0.065991
  0.067770  0.058330
  0.048970  0.050272
  0.033105  0.041946
  0.020259  0.033472
  0.010495  0.024960
  0.003854  0.016501
  0.000356  0.008166
  0.000000  0.000000
  0.002727 -0.007704
  0.008458 -0.014669
  0.017135 -0.020887
  0.028684 -0.026355
  0.043015 -0.031071
  0.060023 -0.035037
  0.079590 -0.038262
  0.101587 -0.040763
  0.125875 -0.042566
  0.152309 -0.043707
  0.180734 -0.044233
  0.210990 -0.044205
  0.242912 -0.043690
  0.276326 -0.042768
  0.311055 -0.041523
  0.346912 -0.040046
  0.383706 -0.038429
  0.421541 -0.036712
  0.460118 -0.034752
  0.498971 -0.032588
  0.537868 -0.030286
  0.576576 -0.027903
  0.614860 -0.025490
  0.652485 -0.023092
  0.689221 -0.020744
  0.724839 -0.018475
  0.759116 -0.016305
  0.791836 -0.014251
  0.822792 -0.012325
  0.851785 -0.010534
  0.878629 -0.008886
  0.903148 -0.007387
  0.925183 -0.006042
  0.944589 -0.004857
  0.961235 -0.003839
  0.975011 -0.002994
  0.985824 -0.002329
  0.993601 -0.001849
  0.998288 -0.001560
  0.999854 -0.001463
